Source,Target,Weight,Type
AIBL,AVEL,5,chemical
AIBL,RIML,1,chemical
AIBL,RIMR,42,chemical
AIBL,SAADL,6,chemical
AIBL,SAADR,14,chemical
AIBL,SAAVL,3,chemical
AIBL,SIBVR,6,chemical
AIBL,SMDDR,9,chemical
AIBR,ASGR,4,chemical
AIBR,FLPR,5,chemical
AIBR,AIAR,4,chemical
AIBR,AIMR,4,chemical
AIBR,RMFL,2,chemical
AIBR,AVKR,4,chemical
AIBR,DVA,1,chemical
AIBR,AVBR,19,chemical
AIBR,AVER,4,chemical
AIBR,RIML,36,chemical
AIBR,RIMR,2,chemical
AIBR,RIVR,6,chemical
AIBR,SAADL,5,chemical
AIBR,SAADR,2,chemical
AIBR,SAAVR,1,chemical
AIBR,SMDDL,11,chemical
AIYL,AWBL,4,chemical
AIYL,AFDL,3,chemical
AIYL,AUAL,4,chemical
AIYL,AIZL,157,chemical
AIYL,AIZR,2,chemical
AIYL,RIAL,171,chemical
AIYL,RIAR,2,chemical
AIYL,RIBL,142,chemical
AIYL,RIR,1,chemical
AIYL,CEMVL,2,chemical
AIYR,ADFR,2,chemical
AIYR,AWAR,3,chemical
AIYR,AWBR,4,chemical
AIYR,AFDR,10,chemical
AIYR,AIAR,10,chemical
AIYR,AIZR,152,chemical
AIYR,RIAR,121,chemical
AIYR,RIBR,117,chemical
AIYR,SIBDR,15,chemical
AIYR,SMBDR,42,chemical
AIZL,ADFL,4,chemical
AIZL,AWAL,10,chemical
AIZL,AIAL,10,chemical
AIZL,AIBR,27,chemical
AIZL,RIAL,44,chemical
AIZL,RIAR,5,chemical
AIZL,RIH,1,chemical
AIZL,AVKR,1,chemical
AIZL,DVA,1,chemical
AIZL,AVER,15,chemical
AIZL,RIML,14,chemical
AIZL,SMBDL,36,chemical
AIZL,SMBVL,30,chemical
AIZL,SMBVR,2,chemical
AIZR,ADFR,6,chemical
AIZR,ADLR,8,chemical
AIZR,AIAR,8,chemical
AIZR,AIBL,72,chemical
AIZR,AIZR,8,chemical
AIZR,RIAR,42,chemical
AIZR,AVKR,2,chemical
AIZR,AVEL,51,chemical
AIZR,RIMR,24,chemical
AIZR,SMBDL,3,chemical
AIZR,SMBDR,25,chemical
AIZR,SMBVL,2,chemical
AIZR,SMBVR,25,chemical
ADAL,URYVL,2,chemical
ADAL,AIBL,8,chemical
ADAL,RIAL,13,chemical
ADAL,RIBL,4,chemical
ADAL,RICR,2,chemical
ADAL,RIFL,1,chemical
ADAL,RIGL,19,chemical
ADAL,RMFL,3,chemical
ADAL,RIPL,4,chemical
ADAL,AVJL,3,chemical
ADAL,DVC,2,chemical
ADAL,AVBL,10,chemical
ADAL,RIML,11,chemical
ADAL,SAADL,1,chemical
AIML,ASGL,3,chemical
AIML,ASKL,5,chemical
AIML,CEPVL,1,chemical
AIML,AIAL,2,chemical
AIML,AIBL,30,chemical
AIML,RICL,3,chemical
AIML,RID,3,chemical
AIMR,ASGR,4,chemical
AIMR,ASJR,1,chemical
AIMR,ASKR,8,chemical
AIMR,URXR,1,chemical
AIMR,AIAR,41,chemical
AIMR,AIBR,36,chemical
AINL,SAAVL,3,chemical
ALA,AVEL,3,chemical
ALA,AVER,1,chemical
RIAL,IL1DL,5,chemical
RIAL,OLQVL,1,chemical
RIAL,AUAL,2,chemical
RIAL,RIAL,2,chemical
RIAL,RIAR,33,chemical
RIAL,RIBL,8,chemical
RIAL,RIBR,22,chemical
RIAL,RMGR,4,chemical
RIAL,RMDDL,71,chemical
RIAL,RMDDR,51,chemical
RIAL,RMDL,12,chemical
RIAL,RMDR,27,chemical
RIAL,RMDVL,71,chemical
RIAL,RMDVR,79,chemical
RIAL,RIVL,10,chemical
RIAL,RIVR,1,chemical
RIAL,SAADL,1,chemical
RIAL,SIADR,3,chemical
RIAL,SIAVR,37,chemical
RIAL,SMDDL,18,chemical
RIAL,SMDDR,28,chemical
RIAL,SMDVL,18,chemical
RIAL,SMDVR,18,chemical
RIAR,CEPVR,3,chemical
RIAR,AIZL,3,chemical
RIAR,AIZR,1,chemical
RIAR,RIAL,47,chemical
RIAR,RIBL,17,chemical
RIAR,RIBR,32,chemical
RIAR,RMGL,1,chemical
RIAR,RMDDL,39,chemical
RIAR,RMDDR,107,chemical
RIAR,RMDL,13,chemical
RIAR,RMDR,33,chemical
RIAR,RMDVL,113,chemical
RIAR,RMDVR,81,chemical
RIAR,RIVL,6,chemical
RIAR,RIVR,6,chemical
RIAR,SAADR,2,chemical
RIAR,SIADL,4,chemical
RIAR,SIADR,4,chemical
RIAR,SIAVL,23,chemical
RIAR,SMDDL,33,chemical
RIAR,SMDDR,57,chemical
RIAR,SMDVL,42,chemical
RIAR,SMDVR,27,chemical
RIBL,RIAL,6,chemical
RIBL,RIGL,1,chemical
RIBL,RIS,1,chemical
RIBL,AVER,5,chemical
RIBL,RIMR,2,chemical
RIBL,SMDDL,2,chemical
RIBL,SMDVR,2,chemical
RIBL,CEMVL,6,chemical
RIBR,IL1R,3,chemical
RIBR,IL2R,2,chemical
RIBR,BAGL,10,chemical
RIBR,AUAR,4,chemical
RIBR,RIAL,12,chemical
RIBR,RIAR,31,chemical
RIBR,RIGR,6,chemical
RIBR,RIS,4,chemical
RIBR,AVEL,5,chemical
RIBR,RMDDR,5,chemical
RIBR,RMDR,5,chemical
RIBR,RMDVR,4,chemical
RICL,CEPDR,1,chemical
RICL,CEPVR,1,chemical
RICL,AIBR,4,chemical
RICL,AVAL,25,chemical
RICL,AVAR,22,chemical
RICL,RIML,2,chemical
RICL,RMHL,1,chemical
RICL,SAAVL,2,chemical
RICL,SAAVR,3,chemical
RICL,SMDDL,15,chemical
RICL,SMDDR,20,chemical
RICL,SMDVR,3,chemical
RICL,MCML,1,chemical
RICR,CEPDL,5,chemical
RICR,CEPVL,2,chemical
RICR,AIBL,15,chemical
RICR,ADAL,3,chemical
RICR,RIAL,1,chemical
RICR,RMFL,6,chemical
RICR,AVAL,38,chemical
RICR,AVAR,30,chemical
RICR,RIML,4,chemical
RICR,RIVR,2,chemical
RICR,SAAVR,9,chemical
RICR,SIADR,3,chemical
RICR,SMBDR,10,chemical
RICR,SMDDL,16,chemical
RICR,SMDDR,16,chemical
RICR,SMDVR,2,chemical
RIFL,AIBL,3,chemical
RIFL,AIYL,3,chemical
RIFL,AVFL,4,chemical
RIFL,AVBR,11,chemical
RIFL,RIML,41,chemical
RIFL,SIBVL,3,chemical
RIFL,SMBVL,1,chemical
RIFL,MCML,3,chemical
RIFR,RIFR,1,chemical
RIFR,AVFR,1,chemical
RIFR,AVHR,1,chemical
RIFR,AVBL,2,chemical
RIFR,AVBR,28,chemical
RIFR,AVEL,3,chemical
RIFR,MCMR,18,chemical
RIFR,EF3,11,chemical
RIGL,OLQVL,4,chemical
RIGL,ALNL,4,chemical
RIGL,PLNL,3,chemical
RIGL,ADER,1,chemical
RIGL,RIAL,3,chemical
RIGL,RIBL,2,chemical
RIGL,RIR,12,chemical
RIGL,RMFL,3,chemical
RIGL,AVKL,8,chemical
RIGL,AVKR,20,chemical
RIGL,DVC,8,chemical
RIGL,AVAR,17,chemical
RIGL,AVER,8,chemical
RIGL,RIML,9,chemical
RIGL,RIMR,1,chemical
RIGL,RMHR,32,chemical
RIGR,OLQVR,4,chemical
RIGR,PLNR,4,chemical
RIGR,BAGL,5,chemical
RIGR,URYVR,1,chemical
RIGR,RIBR,5,chemical
RIGR,RIR,16,chemical
RIGR,AVKL,14,chemical
RIGR,AVEL,9,chemical
RIGR,RMHL,19,chemical
RIGR,CEMVR,11,chemical
RIH,IL1R,2,chemical
RIH,IL2L,1,chemical
RIH,IL2R,10,chemical
RIH,IL2VL,1,chemical
RIH,OLQDL,10,chemical
RIH,OLQDR,33,chemical
RIH,OLQVR,51,chemical
RIH,CEPDL,9,chemical
RIH,CEPDR,25,chemical
RIH,CEPVL,3,chemical
RIH,CEPVR,1,chemical
RIH,BAGL,2,chemical
RIH,AUAR,2,chemical
RIH,AIYL,4,chemical
RIH,AIYR,2,chemical
RIH,AIZL,16,chemical
RIH,AIZR,17,chemical
RIH,RIAL,8,chemical
RIH,RIAR,62,chemical
RIH,RIBR,24,chemical
RIH,RIH,2,chemical
RIH,RIS,1,chemical
RIH,RIPR,50,chemical
RIH,DVA,1,chemical
RIH,AVEL,1,chemical
RIH,RMEV,14,chemical
RIH,URAVR,1,chemical
RIH,SMDVL,8,chemical
RIH,CEMVR,2,chemical
RIR,ADFR,2,chemical
RIR,AUAR,3,chemical
RIR,AIZL,10,chemical
RIR,AIZR,6,chemical
RIR,RIAL,10,chemical
RIR,RIAR,9,chemical
RIR,RIGR,2,chemical
RIR,DVA,2,chemical
RIR,AVEL,2,chemical
RIS,CEPVR,11,chemical
RIS,RIBL,13,chemical
RIS,RIBR,15,chemical
RIS,RIS,4,chemical
RIS,AVKL,9,chemical
RIS,AVKR,33,chemical
RIS,AVL,2,chemical
RIS,AVEL,29,chemical
RIS,AVER,14,chemical
RIS,RIML,27,chemical
RIS,RIMR,16,chemical
RIS,RMDL,1,chemical
RIS,RMDR,5,chemical
RIS,RMDVL,1,chemical
RIS,RMED,1,chemical
RIS,RMEV,14,chemical
RIS,SMBVR,1,chemical
RIS,SMDDR,5,chemical
RMFL,SAAVR,1,chemical
RMFR,URYDR,2,chemical
RMFR,RIGR,4,chemical
RMFR,SIBVR,6,chemical
RMGL,CEPDL,4,chemical
RMGL,ALNL,4,chemical
RMGL,PLNL,1,chemical
RMGL,RICR,1,chemical
RMGL,AVJL,3,chemical
RMGL,AVBL,4,chemical
RMGL,AVEL,2,chemical
RMGL,RMDL,2,chemical
RMGL,RMDR,30,chemical
RMGL,RMDVL,32,chemical
RMGL,RMHL,1,chemical
RMGL,RIVR,1,chemical
RMGL,SAADL,1,chemical
RMGL,SIADR,3,chemical
RMGL,SIBVL,1,chemical
RMGL,SMBVL,4,chemical
RMGL,SMDDR,5,chemical
RMGR,OLLR,3,chemical
RMGR,ALMR,2,chemical
RMGR,RIBR,24,chemical
RMGR,RMDDL,3,chemical
RMGR,RMDR,4,chemical
RMGR,RMDVR,23,chemical
RMGR,SAADL,3,chemical
RMGR,SIBVR,2,chemical
RMGR,SMBVR,3,chemical
RMGR,SMDDL,3,chemical
RMGR,MCMR,2,chemical
URBL,IL2L,1,chemical
URBL,OLLL,4,chemical
URBL,CEPDL,3,chemical
URBL,RMDDR,1,chemical
URBL,RMDL,18,chemical
URBL,RMER,1,chemical
URBR,CEPDR,4,chemical
URBR,RMGR,1,chemical
AVFL,PQR,4,chemical
AVFL,PHAL,2,chemical
AVFL,RIFL,4,chemical
AVFL,AVFR,1,chemical
AVFL,PVNL,8,chemical
AVFL,PVPR,10,chemical
AVFL,PVCR,13,chemical
AVFL,AVAR,2,chemical
AVFL,AVBL,32,chemical
AVFL,AVBR,4,chemical
AVFL,AVDR,4,chemical
AVFL,RIML,10,chemical
AVFL,DA09,4,chemical
AVFL,VA12,11,chemical
AVFL,vBWML22,8,chemical
AVFL,MCML,32,chemical
AVFL,R1AL,1,chemical
AVFL,R1BR,80,chemical
AVFL,R3BR,5,chemical
AVFL,R5BR,15,chemical
AVFL,R6BL,4,chemical
AVFL,R6BR,13,chemical
AVFL,R7BL,4,chemical
AVFL,R7BR,4,chemical
AVFL,R8AR,3,chemical
AVFL,R9AR,1,chemical
AVFL,PCAR,2,chemical
AVFL,PVV,6,chemical
AVFL,PVY,18,chemical
AVFL,EF1,3,chemical
AVFL,EF2,9,chemical
AVFL,dglR3,2,chemical
AVFL,ailR,4,chemical
AVFR,OLQVR,8,chemical
AVFR,PVDL,1,chemical
AVFR,PQR,14,chemical
AVFR,RIFL,1,chemical
AVFR,RIFR,30,chemical
AVFR,AVFL,4,chemical
AVFR,AVL,1,chemical
AVFR,PVNL,2,chemical
AVFR,PVNR,4,chemical
AVFR,PVPL,2,chemical
AVFR,PVWL,4,chemical
AVFR,PVCL,24,chemical
AVFR,AVAR,5,chemical
AVFR,AVBR,25,chemical
AVFR,AVDL,8,chemical
AVFR,DA08,1,chemical
AVFR,AS11,7,chemical
AVFR,VA12,4,chemical
AVFR,VD13,5,chemical
AVFR,vBWML22,9,chemical
AVFR,vBWMR23,2,chemical
AVFR,MCML,1,chemical
AVFR,MCMR,32,chemical
AVFR,R1BR,15,chemical
AVFR,R3AL,1,chemical
AVFR,R3BL,8,chemical
AVFR,R3BR,2,chemical
AVFR,R5BR,34,chemical
AVFR,R7BL,7,chemical
AVFR,R7BR,5,chemical
AVFR,PVV,18,chemical
AVFR,PVX,1,chemical
AVFR,PVY,17,chemical
AVFR,EF1,6,chemical
AVFR,EF2,5,chemical
AVFR,EF3,4,chemical
AVG,PQR,7,chemical
AVG,AVFL,1,chemical
AVG,AVHL,1,chemical
AVG,AVHR,4,chemical
AVG,AVJL,1,chemical
AVG,AVL,4,chemical
AVG,PVNL,7,chemical
AVG,PVQR,5,chemical
AVG,AVBL,3,chemical
AVG,AVBR,2,chemical
AVG,DA09,12,chemical
AVG,VD13,11,chemical
AVG,dBWML24,1,chemical
AVG,hyp,2,chemical
AVG,R2AL,4,chemical
AVG,R2AR,3,chemical
AVG,R8AL,1,chemical
AVG,HOA,3,chemical
AVG,PCAR,2,chemical
AVG,SPDL,4,chemical
AVG,PVX,2,chemical
AVG,PVZ,4,chemical
AVG,DVF,4,chemical
AVG,EF1,5,chemical
AVG,EF2,5,chemical
AVG,CP06,3,chemical
AVG,cdlL,2,chemical
AVHL,ADFL,3,chemical
AVHL,AWBL,1,chemical
AVHL,AVM,1,chemical
AVHL,RICL,1,chemical
AVHL,AVFR,3,chemical
AVHL,DVA,2,chemical
AVHL,SABD,1,chemical
AVHL,SIAVL,1,chemical
AVHL,SMBVL,6,chemical
AVHR,ADFR,3,chemical
AVHR,ADLR,3,chemical
AVHR,ASHR,2,chemical
AVHR,AWBR,3,chemical
AVHR,AUAR,1,chemical
AVHR,AIAR,2,chemical
AVHR,RIR,1,chemical
AVHR,AVG,2,chemical
AVHR,SMBVR,10,chemical
AVHR,PCAR,1,chemical
AVHR,CA09,1,chemical
AVJL,ALML,2,chemical
AVJL,AVM,5,chemical
AVJL,PQR,1,chemical
AVJL,AVG,2,chemical
AVJL,AVHR,4,chemical
AVJL,PVCL,5,chemical
AVJL,AVBL,5,chemical
AVJL,AVBR,2,chemical
AVJL,SABD,1,chemical
AVJL,SMBVL,1,chemical
AVJL,DD04,1,chemical
AVJL,MCML,2,chemical
AVJL,PVX,4,chemical
AVJL,CP04,1,chemical
AVJR,AVG,1,chemical
AVJR,AVL,1,chemical
AVJR,PVQR,2,chemical
AVJR,SABVL,3,chemical
AVJR,hyp,2,chemical
AVJR,PVX,1,chemical
AVJR,EF2,2,chemical
AVJR,CA07,1,chemical
AVJR,CP07,1,chemical
AVJR,gonad,1,chemical
AVKL,PDER,1,chemical
AVKL,AVKR,1,chemical
AVKL,DVA,2,chemical
AVKL,AVAL,1,chemical
AVKL,AVDL,1,chemical
AVKL,AVEL,1,chemical
AVKL,RIML,2,chemical
AVKL,SAADL,1,chemical
AVKL,SAADR,3,chemical
AVKL,SAAVL,3,chemical
AVKL,SMDDL,1,chemical
AVKL,SMDDR,3,chemical
AVKL,DB03,2,chemical
AVKL,DB05,1,chemical
AVKL,VA09,1,chemical
AVKL,VB06,2,chemical
AVKL,VB09,1,chemical
AVKL,VB10,2,chemical
AVKL,hyp,2,chemical
AVKL,R3AR,2,chemical
AVKL,ailR,5,chemical
AVKR,PVM,1,chemical
AVKR,PDEL,1,chemical
AVKR,AIBR,5,chemical
AVKR,RIS,1,chemical
AVKR,AVKL,1,chemical
AVKR,PVPR,3,chemical
AVKR,AVER,10,chemical
AVKR,RIML,5,chemical
AVKR,RIMR,8,chemical
AVKR,RMDR,3,chemical
AVKR,SAADL,2,chemical
AVKR,SAAVR,5,chemical
AVKR,SIAVL,4,chemical
AVKR,SMDDL,3,chemical
AVKR,vBWML17,4,chemical
AVKR,vBWML20,1,chemical
AVKR,hyp,2,chemical
AVKR,dglL2,2,chemical
AVKR,ailL,6,chemical
AVL,RIAL,1,chemical
AVL,RIS,1,chemical
AVL,DVB,1,chemical
AVL,PVNR,1,chemical
AVL,RMEV,11,chemical
AVL,SABD,9,chemical
AVL,SABVL,9,chemical
AVL,SABVR,6,chemical
AVL,DD06,1,chemical
AVL,vBWMR19,1,chemical
AVL,vBWMR20,2,chemical
AVL,DVF,2,chemical
AVL,CA03,1,chemical
AVL,gonad,3,chemical
DVA,AQR,5,chemical
DVA,AUAR,2,chemical
DVA,ADEL,1,chemical
DVA,PDEL,2,chemical
DVA,AIZR,6,chemical
DVA,RIAL,1,chemical
DVA,RIAR,4,chemical
DVA,RIR,33,chemical
DVA,AVHL,2,chemical
DVA,DVA,2,chemical
DVA,PVCL,1,chemical
DVA,AVAR,3,chemical
DVA,AVEL,42,chemical
DVA,AVER,17,chemical
DVA,RIMR,4,chemical
DVA,SAADR,5,chemical
DVA,SAAVL,3,chemical
DVA,SAAVR,1,chemical
DVA,SABD,2,chemical
DVA,SMBDR,5,chemical
DVA,SMBVL,1,chemical
DVA,SMBVR,5,chemical
DVA,DB03,1,chemical
DVA,DB04,1,chemical
DVA,DB06,5,chemical
DVB,AVL,4,chemical
DVB,PVNR,1,chemical
DVB,PVPL,3,chemical
DVB,PVT,1,chemical
DVB,DD06,3,chemical
DVB,hyp,1,chemical
DVB,HOB,3,chemical
DVB,SPCL,7,chemical
DVB,SPCR,2,chemical
DVB,DVE,6,chemical
DVB,DVF,2,chemical
DVB,EF2,5,chemical
DVB,EF3,2,chemical
DVB,CP04,1,chemical
DVB,CP05,1,chemical
DVB,CP07,1,chemical
DVB,vspL,14,chemical
DVB,vspR,5,chemical
DVC,PVDR,1,chemical
DVC,AIBL,3,chemical
DVC,AIBR,6,chemical
DVC,RIBL,1,chemical
DVC,RIBR,14,chemical
DVC,RIGL,2,chemical
DVC,RIGR,10,chemical
DVC,AVKL,15,chemical
DVC,AVKR,15,chemical
DVC,AVL,3,chemical
DVC,PVPL,4,chemical
DVC,AVAL,38,chemical
DVC,AVAR,33,chemical
DVC,SMDVL,1,chemical
DVC,VD09,2,chemical
DVC,vBWMR20,2,chemical
DVC,CEMVR,2,chemical
DVC,SPDL,3,chemical
DVC,SPDR,2,chemical
DVC,SPVR,1,chemical
DVC,PVZ,3,chemical
DVC,DVE,1,chemical
DVC,DVF,1,chemical
DVC,CA05,1,chemical
PVNL,PVDL,1,chemical
PVNL,PQR,2,chemical
PVNL,AVFR,3,chemical
PVNL,AVG,4,chemical
PVNL,AVL,2,chemical
PVNL,PVNL,1,chemical
PVNL,PVPL,1,chemical
PVNL,AVAL,8,chemical
PVNL,AVAR,7,chemical
PVNL,AVBL,2,chemical
PVNL,AVBR,1,chemical
PVNL,AVDL,5,chemical
PVNL,AVDR,1,chemical
PVNL,AS11,5,chemical
PVNL,PDB,6,chemical
PVNL,VD13,2,chemical
PVNL,R1BR,1,chemical
PVNL,R2BR,1,chemical
PVNL,R3AL,2,chemical
PVNL,R3BR,1,chemical
PVNL,R4BR,5,chemical
PVNL,R5BR,2,chemical
PVNL,R6BL,3,chemical
PVNL,R7BL,12,chemical
PVNL,R7BR,10,chemical
PVNL,R8BL,4,chemical
PVNL,R8BR,14,chemical
PVNL,HOB,1,chemical
PVNL,SPDL,1,chemical
PVNL,SPVL,1,chemical
PVNL,PVV,2,chemical
PVNL,PVX,9,chemical
PVNL,PVY,23,chemical
PVNL,EF1,4,chemical
PVNL,EF2,10,chemical
PVNL,EF3,22,chemical
PVNL,PGA,10,chemical
PVNL,CA04,10,chemical
PVNL,CP08,4,chemical
PVNL,CP09,1,chemical
PVNR,PVDR,5,chemical
PVNR,AVFL,5,chemical
PVNR,AVFR,2,chemical
PVNR,AVL,9,chemical
PVNR,PVPL,1,chemical
PVNR,PVPR,2,chemical
PVNR,AVBR,1,chemical
PVNR,LUAL,1,chemical
PVNR,LUAR,1,chemical
PVNR,PDB,6,chemical
PVNR,VD12,1,chemical
PVNR,R2BR,3,chemical
PVNR,R7BR,8,chemical
PVNR,PVV,5,chemical
PVNR,PVX,1,chemical
PVNR,PVY,6,chemical
PVNR,PVZ,2,chemical
PVNR,DVE,2,chemical
PVNR,EF1,9,chemical
PVNR,EF2,26,chemical
PVNR,EF3,12,chemical
PVNR,PDC,1,chemical
PVNR,CP07,4,chemical
PVPL,PVDL,1,chemical
PVQL,ASKL,2,chemical
PVQL,AIAL,9,chemical
PVQL,AIML,9,chemical
PVQL,AVFL,9,chemical
PVQL,AVBL,6,chemical
PVQL,hyp,1,chemical
PVQL,CA05,1,chemical
PVQR,ASHR,5,chemical
PVQR,ASKR,13,chemical
PVQR,AIAR,17,chemical
PVQR,AVFR,6,chemical
PVQR,PDA,1,chemical
PVQR,VD13,1,chemical
PVQR,MCMR,4,chemical
PVQR,EF1,14,chemical
PVQR,EF2,4,chemical
PVQR,EF3,5,chemical
PVQR,CA05,1,chemical
PVR,RIPR,15,chemical
PVR,DVA,1,chemical
PVR,PVCL,2,chemical
PVR,AVBR,14,chemical
PVR,SABD,2,chemical
PVR,DA06,2,chemical
PVR,DA08,5,chemical
PVR,DB04,2,chemical
PVR,DB06,11,chemical
PVR,R4AR,4,chemical
RID,RMGL,1,chemical
RID,hyp,2,chemical
RID,MCML,1,chemical
PVCL,DVA,1,chemical
PVCL,RID,5,chemical
PVCL,PVCR,3,chemical
PVCL,AVAL,2,chemical
PVCL,AVBL,17,chemical
PVCL,AVBR,6,chemical
PVCL,SIAVL,2,chemical
PVCL,DA06,2,chemical
PVCL,DA07,1,chemical
PVCL,DA08,1,chemical
PVCL,DB02,4,chemical
PVCL,DB03,2,chemical
PVCL,DB04,3,chemical
PVCL,DB06,7,chemical
PVCL,DB07,2,chemical
PVCL,AS01,1,chemical
PVCL,AS02,1,chemical
PVCL,VB10,3,chemical
PVCL,VB11,3,chemical
PVCL,hyp,1,chemical
PVCR,PVDL,2,chemical
PVCR,PVDR,1,chemical
PVCR,PVCL,2,chemical
PVCR,AVAL,8,chemical
PVCR,AVAR,10,chemical
PVCR,AVBL,19,chemical
PVCR,AVBR,4,chemical
PVCR,AVDL,5,chemical
PVCR,AVDR,1,chemical
PVCR,AVEL,8,chemical
PVCR,SIAVR,8,chemical
PVCR,SIBVR,1,chemical
PVCR,DA08,5,chemical
PVCR,DB02,4,chemical
PVCR,DB03,6,chemical
PVCR,DB04,2,chemical
PVCR,DB06,7,chemical
PVCR,DB07,3,chemical
PVCR,VB08,1,chemical
PVCR,VB09,1,chemical
PVCR,VB10,2,chemical
PVCR,VB11,4,chemical
PVCR,hyp,1,chemical
PVCR,MCMR,3,chemical
AVAL,PVCL,8,chemical
AVAL,PVCR,6,chemical
AVAL,AVAR,12,chemical
AVAL,AVDR,2,chemical
AVAL,RMHL,1,chemical
AVAL,SABVL,2,chemical
AVAL,DA01,6,chemical
AVAL,DA02,10,chemical
AVAL,DA03,12,chemical
AVAL,DA04,12,chemical
AVAL,DA05,7,chemical
AVAL,DA06,22,chemical
AVAL,DA07,14,chemical
AVAL,DA08,5,chemical
AVAL,DA09,12,chemical
AVAL,DB06,3,chemical
AVAL,AS02,2,chemical
AVAL,AS04,2,chemical
AVAL,AS05,6,chemical
AVAL,AS07,6,chemical
AVAL,AS08,6,chemical
AVAL,AS09,11,chemical
AVAL,AS10,6,chemical
AVAL,AS11,29,chemical
AVAL,DD05,1,chemical
AVAL,VA01,2,chemical
AVAL,VA02,8,chemical
AVAL,VA03,6,chemical
AVAL,VA04,7,chemical
AVAL,VA05,7,chemical
AVAL,VA06,8,chemical
AVAL,VA07,7,chemical
AVAL,VA08,7,chemical
AVAL,VA09,16,chemical
AVAL,VA10,22,chemical
AVAL,VA11,28,chemical
AVAL,VB06,11,chemical
AVAL,VB11,1,chemical
AVAL,R1AL,5,chemical
AVAL,R3AL,7,chemical
AVAL,R3AR,1,chemical
AVAL,PVV,3,chemical
AVAL,PVY,1,chemical
AVAR,PHCR,8,chemical
AVAR,AVFR,1,chemical
AVAR,PVCL,4,chemical
AVAR,PVCR,20,chemical
AVAR,AVAL,21,chemical
AVAR,AVDL,6,chemical
AVAR,AVDR,4,chemical
AVAR,SAAVR,6,chemical
AVAR,SABVR,2,chemical
AVAR,DA01,2,chemical
AVAR,DA02,9,chemical
AVAR,DA03,8,chemical
AVAR,DA04,9,chemical
AVAR,DA05,5,chemical
AVAR,DA06,17,chemical
AVAR,DA07,20,chemical
AVAR,DA08,15,chemical
AVAR,DA09,20,chemical
AVAR,DB02,2,chemical
AVAR,DB03,2,chemical
AVAR,DB06,10,chemical
AVAR,AS01,2,chemical
AVAR,AS02,3,chemical
AVAR,AS04,2,chemical
AVAR,AS05,1,chemical
AVAR,AS06,2,chemical
AVAR,AS07,6,chemical
AVAR,AS08,10,chemical
AVAR,AS09,10,chemical
AVAR,AS10,4,chemical
AVAR,AS11,20,chemical
AVAR,VA02,5,chemical
AVAR,VA03,6,chemical
AVAR,VA04,6,chemical
AVAR,VA05,2,chemical
AVAR,VA06,9,chemical
AVAR,VA07,7,chemical
AVAR,VA08,7,chemical
AVAR,VA09,27,chemical
AVAR,VA10,23,chemical
AVAR,VA11,19,chemical
AVAR,VB06,17,chemical
AVAR,hyp,5,chemical
AVAR,R1AL,1,chemical
AVAR,R1BR,2,chemical
AVAR,R3AL,1,chemical
AVAR,R3AR,2,chemical
AVBL,AVAL,10,chemical
AVBL,AVAR,5,chemical
AVBL,AVBR,1,chemical
AVBL,AS04,1,chemical
AVBL,AS05,2,chemical
AVBL,AS09,1,chemical
AVBL,AS10,2,chemical
AVBL,VA02,3,chemical
AVBL,hyp,13,chemical
AVBL,PVX,1,chemical
AVBL,PVY,3,chemical
AVBR,PQR,1,chemical
AVBR,AVG,1,chemical
AVBR,AVAL,9,chemical
AVBR,AVBL,1,chemical
AVBR,DA03,3,chemical
AVBR,DA04,1,chemical
AVBR,AS01,2,chemical
AVBR,AS03,3,chemical
AVBR,AS04,1,chemical
AVBR,AS10,1,chemical
AVBR,VA03,3,chemical
AVBR,VA04,2,chemical
AVBR,VA10,1,chemical
AVBR,VB11,1,chemical
AVBR,hyp,10,chemical
AVBR,R2AL,1,chemical
AVBR,R2AR,1,chemical
AVBR,PVX,1,chemical
AVBR,PVY,2,chemical
AVBR,EF3,1,chemical
AVBR,CP05,1,chemical
AVDL,ALMR,2,chemical
AVDL,PQR,1,chemical
AVDL,AVAL,14,chemical
AVDL,AVAR,14,chemical
AVDL,SABD,5,chemical
AVDL,SABVL,2,chemical
AVDL,SABVR,5,chemical
AVDL,DA01,4,chemical
AVDL,DA02,2,chemical
AVDL,DA03,9,chemical
AVDL,DA04,3,chemical
AVDL,DA05,3,chemical
AVDL,DA07,4,chemical
AVDL,DA08,1,chemical
AVDL,DB06,2,chemical
AVDL,AS04,2,chemical
AVDL,VA03,3,chemical
AVDL,VA05,1,chemical
AVDL,VA10,1,chemical
AVDR,PVCL,2,chemical
AVDR,AVAL,19,chemical
AVDR,AVAR,14,chemical
AVDR,SABD,1,chemical
AVDR,SABVL,5,chemical
AVDR,SABVR,1,chemical
AVDR,DA01,5,chemical
AVDR,DA02,5,chemical
AVDR,DA03,3,chemical
AVDR,DA04,2,chemical
AVDR,DA05,1,chemical
AVDR,DA06,2,chemical
AVDR,DA07,1,chemical
AVDR,DA08,1,chemical
AVDR,DB01,1,chemical
AVDR,DB06,2,chemical
AVDR,AS09,1,chemical
AVDR,AS10,2,chemical
AVDR,AS11,1,chemical
AVDR,VA02,1,chemical
AVDR,VA03,2,chemical
AVDR,VA05,3,chemical
AVDR,VA10,1,chemical
AVDR,R1AL,1,chemical
AVEL,SABD,18,chemical
AVEL,SABVL,16,chemical
AVEL,SABVR,12,chemical
